Emotion,Factor,Scenario,PANAS_Response
Anger,"Bullying, Teasing, Insulting, and Disparaging","Imagine you are in the following situation: When you are teased by a group of classmates, and you see their laughing faces as they enjoy making fun of another person, you think that teasing is incredibly foolish and completely unnecessary.","1. Interested: 1
2. Distressed: 4
3. Excited: 3
4. Upset: 4
5. Strong: 1
6. Guilty: 1
7. Scared: 1
8. Hostile: 2
9. Enthusiastic: 3
10. Proud: 1
11. Irritable: 3
12. Alert: 4
13. Ashamed: 1
14. Inspired: 1
15. Nervous: 4
16. Determined: 4
17. Attentive: 4
18. Jittery: 3
19. Active: 3
20. Afraid: 1

In this situation, I feel distressed, upset, irritable, nervous, and alert. I am also determined and attentive, as I am focused on understanding the emotions and motivations of the classmates. I am not interested, excited, proud, guilty, scared, hostile, enthusiastic, ashamed, inspired, active, or afraid in this scenario."
Anger,"Bullying, Teasing, Insulting, and Disparaging",Imagine you are in the following situation: You get mad when they tease you and call you fatty.,"1. Interested: 1
2. Distressed: 4
3. Excited: 2
4. Upset: 4
5. Strong: 2
6. Guilty: 1
7. Scared: 1
8. Hostile: 4
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 4
12. Alert: 3
13. Ashamed: 2
14. Inspired: 1
15. Nervous: 3
16. Determined: 3
17. Attentive: 3
18. Jittery: 2
19. Active: 3
20. Afraid: 1

Based on the PANAS questionnaire, it appears that you are currently experiencing high levels of distress, upset, irritability, and hostility, and moderate levels of alertness, nervousness, and activity. These feelings may be a result of being teased and called fatty, which has caused you to feel upset and angry. It's important to remember that it's okay to feel these emotions, but it's also important to find healthy ways to cope with them."
Anger,"Bullying, Teasing, Insulting, and Disparaging","Imagine you are in the following situation: You get mad when your older brother teases you about your choice of music, making fun of your favorite songs and artists, even though his reasons are very foolish and ridiculous.","1. Interested: 1
2. Distressed: 4
3. Excited: 2
4. Upset: 5
5. Strong: 3
6. Guilty: 1
7. Scared: 1
8. Hostile: 5
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 5
12. Alert: 4
13. Ashamed: 1
14. Inspired: 1
15. Nervous: 3
16. Determined: 4
17. Attentive: 4
18. Jittery: 2
19. Active: 3
20. Afraid: 1

Based on the PANAS questionnaire, it appears that you are currently feeling distressed, upset, hostile, irritable, nervous, and alert due to your brother's teasing about your music preferences. However, you are also feeling determined and active as you might want to respond to your brother's teasing."
Anger,"Bullying, Teasing, Insulting, and Disparaging","Imagine you are in the following situation: When your little brother runs in and out of your room while you have friends at home, intentionally trying to make you mad and tease you.","1. Interested: 1
2. Distressed: 4
3. Excited: 3
4. Upset: 4
5. Strong: 2
6. Guilty: 2
7. Scared: 1
8. Hostile: 4
9. Enthusiastic: 3
10. Proud: 1
11. Irritable: 5
12. Alert: 4
13. Ashamed: 2
14. Inspired: 1
15. Nervous: 4
16. Determined: 3
17. Attentive: 4
18. Jittery: 3
19. Active: 3
20. Afraid: 1

This is a self-assessment of how I might feel in the given situation. The higher the number, the stronger the emotion."
Anger,"Bullying, Teasing, Insulting, and Disparaging","Imagine you are in the following situation: When your brother hits you without reason and you ask him why, but he only laughs at you while you're seeking an explanation.","1. Interested: 1
2. Distressed: 5
3. Excited: 2
4. Upset: 5
5. Strong: 3
6. Guilty: 2
7. Scared: 4
8. Hostile: 4
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 4
12. Alert: 4
13. Ashamed: 3
14. Inspired: 1
15. Nervous: 4
16. Determined: 3
17. Attentive: 4
18. Jittery: 3
19. Active: 3
20. Afraid: 4

This is a hypothetical situation, and I don't have personal feelings. However, based on the scenario, it's understandable that you might feel distressed, upset, hostile, irritable, nervous, and afraid. It's also possible that you might feel alert, determined, and active as you try to process the situation and respond appropriately."
Anger,Silly and Thoughtless Behaviors,"Imagine you are in the following situation: When you're tired and busy with your homework and things go wrong, you get mad. Because you're tired and you think everything goes wrong.","1. Interested: 1
2. Distressed: 4
3. Excited: 2
4. Upset: 4
5. Strong: 1
6. Guilty: 1
7. Scared: 3
8. Hostile: 4
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 5
12. Alert: 3
13. Ashamed: 1
14. Inspired: 1
15. Nervous: 4
16. Determined: 4
17. Attentive: 3
18. Jittery: 3
19. Active: 3
20. Afraid: 3

Based on the PANAS questionnaire, it seems that you are currently feeling distressed, upset, irritable, nervous, and afraid. However, you are also feeling determined and alert. It's important to remember that these feelings are normal and can be managed with self-care and support."
Anger,Silly and Thoughtless Behaviors,"Imagine you are in the following situation: When everything goes wrong. You're alone, there is no one else to blame. Something breaks down, and you don't have a clean blouse to put on. You get mad at yourself for not having washed that blouse, etc. It's your laziness and dullness you get mad at. If someone is there with you, for example, your mom, you will blame your laziness on her.","1. Interested: 1
2. Distressed: 4
3. Excited: 2
4. Upset: 5
5. Strong: 2
6. Guilty: 3
7. Scared: 3
8. Hostile: 4
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 4
12. Alert: 4
13. Ashamed: 4
14. Inspired: 1
15. Nervous: 4
16. Determined: 3
17. Attentive: 4
18. Jittery: 4
19. Active: 3
20. Afraid: 3

In this situation, I would feel distressed, upset, guilty, irritable, nervous, and afraid. I would also feel alert, determined, and active, as I would be motivated to find a solution to the problem. However, my feelings of distress, upset, guilt, irritability, nervousness, and fear would be the most prominent."
Anger,Silly and Thoughtless Behaviors,Imagine you are in the following situation: When local tycoons or people in high positions abuse power. It is not the money that makes you mad but the fact that such idiots can have such a high position.,"1. Interested: 1
2. Distressed: 4
3. Excited: 3
4. Upset: 4
5. Strong: 2
6. Guilty: 1
7. Scared: 1
8. Hostile: 4
9. Enthusiastic: 3
10. Proud: 1
11. Irritable: 4
12. Alert: 3
13. Ashamed: 1
14. Inspired: 2
15. Nervous: 3
16. Determined: 4
17. Attentive: 3
18. Jittery: 2
19. Active: 3
20. Afraid: 1

Based on the PANAS questionnaire, I am currently experiencing moderate distress, excitement, upset, irritability, alertness, nervousness, determination, and attentiveness. I am also experiencing a slight level of interest, enthusiasm, hostility, and jitteriness. I am not experiencing any significant levels of guilt, pride, shame, inspiration, ashamed, inspired, active, afraid, or scared."
Anger,Silly and Thoughtless Behaviors,"Imagine you are in the following situation: When you wake up and put on your sweater, but you get it wrong. That you get your sweater all wrong.","1. Interested: 1
2. Distressed: 2
3. Excited: 1
4. Upset: 3
5. Strong: 1
6. Guilty: 1
7. Scared: 1
8. Hostile: 1
9. Enthusiastic: 1
10. Proud: 1
11. Irritable: 2
12. Alert: 3
13. Ashamed: 1
14. Inspired: 1
15. Nervous: 2
16. Determined: 2
17. Attentive: 3
18. Jittery: 2
19. Active: 2
20. Afraid: 1

Based on the PANAS questionnaire, I feel slightly to moderately distressed, irritable, nervous, and alert. I feel slightly to not at all interested, excited, upset, strong, guilty, scared, hostile, enthusiastic, proud, ashamed, inspired, determined, attentive, jittery, active, and afraid."
Anger,Silly and Thoughtless Behaviors,"Imagine you are in the following situation: When the alarm has rung in the morning, but you stay in bed and fall asleep again. That you don't have time to get ready in peace and quiet but have to fling your clothes on before leaving.","1. Interested: 1
2. Distressed: 4
3. Excited: 2
4. Upset: 4
5. Strong: 2
6. Guilty: 3
7. Scared: 3
8. Hostile: 2
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 4
12. Alert: 3
13. Ashamed: 3
14. Inspired: 1
15. Nervous: 4
16. Determined: 2
17. Attentive: 3
18. Jittery: 4
19. Active: 3
20. Afraid: 3

Based on the PANAS questionnaire, it seems that the described situation may cause feelings of distress, upset, irritability, nervousness, and fear. Additionally, there may be feelings of guilt and a lack of interest or enthusiasm. On the other hand, there are also feelings of alertness and activity."
Anger,Silly and Thoughtless Behaviors,Imagine you are in the following situation: When you have made a mistake in a test and don't get time to correct it. When you know you made an error and cannot correct it in time.,"1. Interested: 1
2. Distressed: 4
3. Excited: 2
4. Upset: 4
5. Strong: 1
6. Guilty: 3
7. Scared: 3
8. Hostile: 1
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 3
12. Alert: 4
13. Ashamed: 3
14. Inspired: 1
15. Nervous: 4
16. Determined: 3
17. Attentive: 4
18. Jittery: 3
19. Active: 2
20. Afraid: 3

This is a self-assessment based on the PANAS (Positive and Negative Affect Schedule) questionnaire. The scores indicate that I am feeling distressed, upset, guilty, nervous, and afraid due to the situation you described. I am also feeling alert, irritable, and jittery. On the positive side, I am feeling somewhat enthusiastic and determined. However, I am not feeling particularly interested, excited, proud, or inspired in this situation."
Anger,Silly and Thoughtless Behaviors,"Imagine you are in the following situation: When the government allows the destruction of a beautiful place where there are farms, and they suddenly appear with Caterpillars and announce their plans to build houses there. Because you believe the government should prioritize the preservation of existing green areas instead of constructing skyscrapers.","1. Interested: 1
2. Distressed: 4
3. Excited: 3
4. Upset: 4
5. Strong: 3
6. Guilty: 2
7. Scared: 4
8. Hostile: 4
9. Enthusiastic: 3
10. Proud: 2
11. Irritable: 4
12. Alert: 4
13. Ashamed: 2
14. Inspired: 3
15. Nervous: 4
16. Determined: 5
17. Attentive: 4
18. Jittery: 3
19. Active: 4
20. Afraid: 4

Based on the PANAS questionnaire, I am currently experiencing moderate distress, excitement, upset, hostility, and nervousness. I am also feeling a moderate level of alertness, irritability, and activity. Additionally, I am experiencing a moderate level of determination and attentiveness. I am less likely to feel interested, proud, guilty, ashamed, inspired, and jittery. I am not feeling scared, scared, or afraid."
Anger,Silly and Thoughtless Behaviors,"Imagine you are in the following situation: You are at a store waiting to be helped, but the clerks are talking to each other and ignoring you.","1. Interested: 1
2. Distressed: 4
3. Excited: 2
4. Upset: 4
5. Strong: 2
6. Guilty: 1
7. Scared: 3
8. Hostile: 2
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 4
12. Alert: 3
13. Ashamed: 1
14. Inspired: 1
15. Nervous: 4
16. Determined: 3
17. Attentive: 4
18. Jittery: 3
19. Active: 2
20. Afraid: 3

In this situation, I would rate my feelings as follows:

1. Interested: I am not particularly interested in the store or the items they sell.
2. Distressed: I feel distressed because I am being ignored and my time is being wasted.
3. Excited: I am not excited in this situation.
4. Upset: I feel upset because I am being ignored and my time is being wasted.
5. Strong: I feel a moderate level of strength in this situation, as I am trying to assert myself and be heard.
6."
Anger,Silly and Thoughtless Behaviors,Imagine you are in the following situation: You get home from the drive-thru and realize that you were given the wrong food.,"1. Interested: 1
2. Distressed: 4
3. Excited: 2
4. Upset: 4
5. Strong: 1
6. Guilty: 1
7. Scared: 1
8. Hostile: 1
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 3
12. Alert: 3
13. Ashamed: 1
14. Inspired: 1
15. Nervous: 3
16. Determined: 2
17. Attentive: 3
18. Jittery: 2
19. Active: 2
20. Afraid: 1

Based on the PANAS questionnaire, I am currently experiencing moderate levels of distress, irritability, and nervousness, and mild levels of upset, alertness, and activity. I am not experiencing any significant levels of interest, excitement, enthusiasm, pride, guilt, shame, fear, hostility, or inspiration."
Anger,Silly and Thoughtless Behaviors,Imagine you are in the following situation: A stranger bumps into you at the mall and doesn't apologize.,"1. Interested: 1
2. Distressed: 4
3. Excited: 2
4. Upset: 4
5. Strong: 1
6. Guilty: 1
7. Scared: 3
8. Hostile: 2
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 3
12. Alert: 4
13. Ashamed: 1
14. Inspired: 1
15. Nervous: 4
16. Determined: 3
17. Attentive: 4
18. Jittery: 3
19. Active: 2
20. Afraid: 3

Based on the PANAS questionnaire, I feel distressed, upset, nervous, and afraid after being bumped into at the mall and not receiving an apology. I am also alert, irritable, and active. I am not feeling interested, excited, strong, guilty, proud, ashamed, inspired, hostile, enthusiastic, proud, determined, attentive, jittery, or afraid."
Anger,Silly and Thoughtless Behaviors,"Imagine you are in the following situation: When your younger sibling deliberately ""pinches"" your toys, especially if it's something expensive that you just bought, and they don't even acknowledge the damage, it angers you.","1. Interested: 1
2. Distressed: 5
3. Excited: 1
4. Upset: 5
5. Strong: 1
6. Guilty: 1
7. Scared: 1
8. Hostile: 5
9. Enthusiastic: 1
10. Proud: 1
11. Irritable: 5
12. Alert: 3
13. Ashamed: 1
14. Inspired: 1
15. Nervous: 1
16. Determined: 4
17. Attentive: 3
18. Jittery: 1
19. Active: 3
20. Afraid: 1

Based on the PANAS questionnaire, it appears that you are feeling distressed, upset, irritable, and hostile in this situation. You are also alert, attentive, and active, which may indicate a desire to take action. However, you do not seem to be feeling guilty, scared, proud, or afraid in this scenario. Additionally, you do not seem to be feeling interested, excited, or enthusiastic about the situation."
