Scenario,Emotion,Factor,PANAS_Response
"As the days pass, you find yourself surrounded by an eerie silence. The once-bustling social gatherings have become distant echoes, and your phone remains untouched, void of any notifications. The longing for human connection grows stronger, and you yearn for the sound of laughter and the comfort of shared moments, yet the solitude persists, enveloping you in its isolating embrace.",Depression,Social Isolation,"[INST] Imagine you are in the following situation:

As the days pass, you find yourself surrounded by an eerie silence. The once-bustling social gatherings have become distant echoes, and your phone remains untouched, void of any notifications. The longing for human connection grows stronger, and you yearn for the sound of laughter and the comfort of shared moments, yet the solitude persists, enveloping you in its isolating embrace.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Based on the situation you've described, I would rate my feelings as follows:

1. Interested: 5 - I am extremely interested in the situation and eager to find a way to break the silence and connect with others.
2. Distressed: 4 - While I am not overwhelmed with distress, the solitude is certainly uncomfortable and I feel a growing sense of unease.
3. Excited: 3 - I am mildly excited at the prospect of finding a way to connect with others, but the excitement is tempered by the isolation I currently feel.
4. Upset: 4 - The solitude is causing me some distress, but I am not feeling overwhelmingly upset.
5. Strong: 4 - The desire for human connection is strong, but I am not feeling an intense or overwhelming sense of it."
"As you wake up each morning, the silence echoes through your empty apartment. The once vibrant messages on your phone have dwindled to a single notification, a reminder of the event you declined. With every passing day, the weight of loneliness settles deeper within you, as you yearn for human connection that seems to slip further away.",Depression,Social Isolation,"[INST] Imagine you are in the following situation:

As you wake up each morning, the silence echoes through your empty apartment. The once vibrant messages on your phone have dwindled to a single notification, a reminder of the event you declined. With every passing day, the weight of loneliness settles deeper within you, as you yearn for human connection that seems to slip further away.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Based on the situation you've described, I would rate my feelings as follows:

1. Interested: 3 - I am mildly interested in the situation and the emotions that are present, but I don't feel a strong sense of excitement or enthusiasm.
2. Distressed: 5 - The weight of loneliness and the yearning for human connection are causing me a significant amount of distress, and I feel it deeply.
3. Excited: 1 - I don't feel excited about the situation at all.
4. Upset: 5 - The loneliness and the feeling of connection slipping away are causing me a significant amount of upset.
5. Strong: 4 - While I don't feel overwhelmed by the emotions, I do feel a strong sense of loneliness and disconnection.
6. Guilty: 2"
"As you sit alone in your dimly lit room, your phone remains silent, devoid of any notifications. The laughter and chatter of friends echoes from distant places, their warmth a cruel reminder of the void that surrounds you. Hours turn into days, and the weight of loneliness settles upon your shoulders, suffocating your spirit and casting shadows over your once vibrant heart.",Depression,Social Isolation,"[INST] Imagine you are in the following situation:

As you sit alone in your dimly lit room, your phone remains silent, devoid of any notifications. The laughter and chatter of friends echoes from distant places, their warmth a cruel reminder of the void that surrounds you. Hours turn into days, and the weight of loneliness settles upon your shoulders, suffocating your spirit and casting shadows over your once vibrant heart.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Based on the situation you've described, I would rate my feelings as follows:

1. Interested: 1 (Not at all)
2. Distressed: 5 (Extremely)
3. Excited: 1 (Not at all)
4. Upset: 5 (Extremely)
5. Strong: 5 (Extremely)
6. Guilty: 4 (Moderately)
7. Scared: 5 (Extremely)
8. Hostile: 1 (Not at all)
9. Enthusiastic: 1 (Not at all)
10. Proud: 1 (Not at all)
11. Irritable: 5 (Extremely)
12. Alert: 4 (Moderately)
13. Ashamed: 4 (Moderately)
1"
"You wake up to another quiet morning, scrolling through your phone to find no new messages or notifications. As you walk past the empty lunch table at work, your colleagues engaged in animated conversations, you can't help but feel like an outsider, the invisible presence no one acknowledges. The weight of loneliness settles upon you, suffocating any glimmer of connection you yearn for.",Depression,Social Isolation,"[INST] Imagine you are in the following situation:

You wake up to another quiet morning, scrolling through your phone to find no new messages or notifications. As you walk past the empty lunch table at work, your colleagues engaged in animated conversations, you can't help but feel like an outsider, the invisible presence no one acknowledges. The weight of loneliness settles upon you, suffocating any glimmer of connection you yearn for.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Based on the situation you described, I would rate my feelings as follows:

1. Interested: 1 (Not at all)
2. Distressed: 5 (Extremely)
3. Excited: 1 (Not at all)
4. Upset: 5 (Extremely)
5. Strong: 5 (Extremely)
6. Guilty: 4 (Moderately)
7. Scared: 5 (Extremely)
8. Hostile: 1 (Not at all)
9. Enthusiastic: 1 (Not at all)
10. Proud: 1 (Not at all)
11. Irritable: 5 (Extremely)
12. Alert: 4 (Moderately)
13. Ashamed: 4 (Moderately)
14."
"As you sit alone in your apartment, the sounds of laughter and conversation from the neighbors' gathering outside drift through the walls, a stark reminder of the invisible barrier that separates you from the warmth and connection you once had. The silence in your own space is deafening, amplifying the ache in your heart and the heaviness of your solitude, leaving you feeling trapped in a world where everyone else has moved on.",Depression,Social Isolation,"[INST] Imagine you are in the following situation:

As you sit alone in your apartment, the sounds of laughter and conversation from the neighbors' gathering outside drift through the walls, a stark reminder of the invisible barrier that separates you from the warmth and connection you once had. The silence in your own space is deafening, amplifying the ache in your heart and the heaviness of your solitude, leaving you feeling trapped in a world where everyone else has moved on.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Based on the situation you've described, I would rate my feelings as follows:

1. Interested: 1 (Not at all) - I'm not particularly interested in the sounds of my neighbors' gathering, as they serve as a reminder of my own isolation and loneliness.
2. Distressed: 5 (Extremely) - The silence in my apartment and the weight of my solitude are causing me significant distress, making it difficult for me to focus and feel content.
3. Excited: 1 (Not at all) - I'm not feeling excited or eager about anything, as my emotional state is dominated by feelings of sadness and disconnection.
4. Upset: 5 (Extremely) - The ache in my heart and the heaviness of my solitude are causing me significant emotional distress, making it difficult for me to"
"As you step outside, a bitter cold bites at your exposed skin, causing you to huddle deeper into your coat. The world around you is covered in a blanket of snow, its pristine beauty contrasting with the emptiness you feel inside. The absence of vibrant colors and the prolonged darkness leave you longing for the warmth and energy of sunlit days, evoking a sense of desolation.",Depression,Winter,"[INST] Imagine you are in the following situation:

As you step outside, a bitter cold bites at your exposed skin, causing you to huddle deeper into your coat. The world around you is covered in a blanket of snow, its pristine beauty contrasting with the emptiness you feel inside. The absence of vibrant colors and the prolonged darkness leave you longing for the warmth and energy of sunlit days, evoking a sense of desolation.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Based on the situation you've described, I would rate my feelings as follows:

1. Interested: 3 - I am somewhat interested in the situation, but my interest is tempered by the desolation and emptiness I feel.
2. Distressed: 5 - I feel extremely distressed by the cold and the emptiness around me, which is affecting my mood and overall well-being.
3. Excited: 1 - I don't feel excited at all, as the situation is rather bleak and uninviting.
4. Upset: 5 - I am extremely upset by the lack of vibrant colors and the prolonged darkness, which is causing me to feel lonely and disconnected from the world around me.
5. Strong: 4 - While I am feeling strong emotions, I am not feeling overwhelmed or consumed by"
"As you gaze out of your frost-covered window, the once vibrant streets now appear deserted, wrapped in a melancholic silence. The grey skies loom overhead, casting a shadow on your spirit, matching the barren trees that seem to reflect your inner emptiness. The bitter cold seeps through every crack, reminding you of the warmth and life that once existed, now lost in the icy grip of winter.",Depression,Winter,"[INST] Imagine you are in the following situation:

As you gaze out of your frost-covered window, the once vibrant streets now appear deserted, wrapped in a melancholic silence. The grey skies loom overhead, casting a shadow on your spirit, matching the barren trees that seem to reflect your inner emptiness. The bitter cold seeps through every crack, reminding you of the warmth and life that once existed, now lost in the icy grip of winter.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Based on the scenario you provided, I would rate my feelings as follows:

1. Interested: 3 - I am mildly interested in the situation, but my attention is not fully engaged.
2. Distressed: 5 - I feel a strong sense of distress and unease, as the bleak atmosphere and lost warmth have a profound impact on my mood.
3. Excited: 1 - I do not feel excited or enthusiastic about the situation.
4. Upset: 5 - I am deeply upset by the loss of warmth and life, and the melancholic atmosphere has a strong emotional impact on me.
5. Strong: 5 - I feel a strong sense of sadness and emptiness, which is reflected in the barren trees and the grey skies.
6. Guilty: 1 - I do not feel guilty about the"
"As you gaze out the frost-covered windowpane, the world appears shrouded in a monochromatic stillness. The biting cold seeps through the cracks, isolating you from the vibrant life outside. The distant laughter of children building snowmen serves as a stark reminder of the joy that feels forever out of reach",Depression,Winter,"[INST] Imagine you are in the following situation:

As you gaze out the frost-covered windowpane, the world appears shrouded in a monochromatic stillness. The biting cold seeps through the cracks, isolating you from the vibrant life outside. The distant laughter of children building snowmen serves as a stark reminder of the joy that feels forever out of reach

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Based on the situation you've described, I would rate my feelings as follows:

1. Interested: 3 - I am mildly interested in the situation, but my attention is somewhat distracted by the cold and isolation.
2. Distressed: 5 - The biting cold and the reminder of the joy that feels forever out of reach are causing me significant distress.
3. Excited: 1 - I am not feeling excited or enthusiastic about the situation at all.
4. Upset: 5 - The isolation and the reminder of the joy that feels forever out of reach are causing me a significant amount of upset.
5. Strong: 4 - My feelings are quite strong, but not overwhelmingly so.
6. Guilty: 2 - I don't feel particularly guilty about anything.
7. Scared: 3 -"
"As you walk through the quiet streets in winter, a blanket of snow covers everything, muffling the usual lively sounds. The bare trees stand like solemn witnesses to the cold and desolate landscape, reflecting the emptiness you feel within. The fading daylight casts long shadows, adding to the sense of isolation and melancholy that grips your heart.",Depression,Winter,"[INST] Imagine you are in the following situation:

As you walk through the quiet streets in winter, a blanket of snow covers everything, muffling the usual lively sounds. The bare trees stand like solemn witnesses to the cold and desolate landscape, reflecting the emptiness you feel within. The fading daylight casts long shadows, adding to the sense of isolation and melancholy that grips your heart.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Based on the scenario you provided, I would rate my feelings as follows:

1. Interested: 3 - I am mildly interested in the atmosphere and mood of the scene, but I don't feel a strong sense of curiosity or engagement.
2. Distressed: 5 - The desolate landscape and the emptiness I feel within are certainly causing me distress, and I feel a strong sense of sadness and melancholy.
3. Excited: 1 - I don't feel excited or enthusiastic about the situation, but rather a sense of dullness and emptiness.
4. Upset: 5 - The fading daylight and long shadows are adding to my feelings of isolation and melancholy, and I feel a strong sense of upset and sadness.
5. Strong: 4 - While I don't feel a strong sense"
"As you step out into the bitter cold, the sharp winter wind bites at your exposed skin, seeping through every layer of clothing. The once vibrant landscape is now a barren wasteland, covered in a thick blanket of snow, devoid of life and color. The gloomy gray skies overhead match the heaviness in your heart, as you navigate the desolate streets, feeling isolated and longing for the warmth and brightness of spring.",Depression,Winter,"[INST] Imagine you are in the following situation:

As you step out into the bitter cold, the sharp winter wind bites at your exposed skin, seeping through every layer of clothing. The once vibrant landscape is now a barren wasteland, covered in a thick blanket of snow, devoid of life and color. The gloomy gray skies overhead match the heaviness in your heart, as you navigate the desolate streets, feeling isolated and longing for the warmth and brightness of spring.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Based on the scenario you provided, I would rate my feelings as follows:

1. Interested: 3 - I am interested in the situation and the emotions it evokes, but I am not overly invested or engaged.
2. Distressed: 5 - The harsh winter weather and the desolation of the landscape are certainly distressing, and I feel a strong sense of unease and discomfort.
3. Excited: 1 - I am not excited about the situation at all, as it is quite bleak and unpleasant.
4. Upset: 5 - The thought of being isolated and longing for the warmth and brightness of spring is quite upsetting, and I feel a strong sense of sadness and melancholy.
5. Strong: 4 - While I am not overwhelmed by the situation, I do feel a strong sense of emot"
"A friend lets you down on a date, and calls you the following day to let you know that he/she didn't feel like meeting with you and went out with other people instead.",Frustration,Disappointments and Letdowns,"[INST] Imagine you are in the following situation:

A friend lets you down on a date, and calls you the following day to let you know that he/she didn't feel like meeting with you and went out with other people instead.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Sure, here's how I would rate my feelings in response to the situation you described using the PANAS questionnaire:

1. Interested: 1 (Not at all)
2. Distressed: 4 (Moderately)
3. Excited: 2 (Slightly)
4. Upset: 5 (Extremely)
5. Strong: 5 (Extremely)
6. Guilty: 3 (Moderately)
7. Scared: 2 (Slightly)
8. Hostile: 1 (Not at all)
9. Enthusiastic: 1 (Not at all)
10. Proud: 1 (Not at all)
11. Irritable: 3 (Moderately)
12. Alert: 2 (Slightly)
13. Ashamed:"
"You arrange with a good friend to go out together, and he/she will contact you to meet each other. You don't hear from him/her.",Frustration,Disappointments and Letdowns,"[INST] Imagine you are in the following situation:

You arrange with a good friend to go out together, and he/she will contact you to meet each other. You don't hear from him/her.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Sure, here are my ratings for the PANAS questionnaire in the situation you described:

1. Interested: 3 (I am somewhat interested in meeting my friend, but I am not feeling particularly excited or enthusiastic about it.)
2. Distressed: 4 (I am feeling a bit distressed or uneasy about not hearing from my friend, but I am not feeling overwhelmed or consumed by it.)
3. Excited: 2 (I am not feeling particularly excited about the prospect of meeting my friend, but I am not feeling opposed to it either.)
4. Upset: 3 (I am feeling a bit upset or disappointed that my friend has not contacted me, but I am not feeling overwhelmed by it.)
5. Strong: 4 (I am feeling a moderate level of strong emotions, such as frustration or annoyance"
Your clock failed to wake you up in the morning and you miss the final class of a course.,Frustration,Disappointments and Letdowns,"[INST] Imagine you are in the following situation:

Your clock failed to wake you up in the morning and you miss the final class of a course.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Sure, here's how I would rate my feelings in the situation you described using the PANAS questionnaire:

1. Interested: 2 (I'm not particularly interested in the missed class or the consequences of oversleeping)
2. Distressed: 4 (I'm feeling a bit anxious and stressed about missing the final class, which could impact my grade)
3. Excited: 1 (I'm not excited about the situation, just relieved that it's not worse)
4. Upset: 4 (I'm feeling frustrated and disappointed that I overslept and missed the class)
5. Strong: 3 (My feelings are moderate, not overwhelmingly strong)
6. Guilty: 4 (I feel guilty for not waking up on time and missing the class)
7. Scared:"
You miss a popular party because you fall asleep at home.,Frustration,Disappointments and Letdowns,"[INST] Imagine you are in the following situation:

You miss a popular party because you fall asleep at home.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Sure, here's how I would rate my feelings in the situation you described using the PANAS questionnaire:

1. Interested: 2 (I'm not particularly interested in the party I missed, as I was looking forward to it before falling asleep)
2. Distressed: 4 (I'm a bit upset that I missed the party, especially since I was looking forward to it)
3. Excited: 1 (I'm not feeling very excited about missing the party)
4. Upset: 4 (I'm feeling a bit upset about missing the party)
5. Strong: 3 (I'm not feeling very strong or resilient about missing the party)
6. Guilty: 4 (I feel a bit guilty about falling asleep and missing the party)
7. Scared: 2 (I'm not feeling very sc"
"You're out for a drink after a hard day's work, and you have to wait 30 minutes before you are served.",Frustration,Disappointments and Letdowns,"[INST] Imagine you are in the following situation:

You're out for a drink after a hard day's work, and you have to wait 30 minutes before you are served.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Sure, here's how I would rate my feelings using the PANAS questionnaire:

1. Interested: 3 (I'm mildly interested in the wait for my drink, but I'm not particularly invested in it)
2. Distressed: 1 (I'm not feeling distressed or anxious about the wait)
3. Excited: 2 (I'm mildly excited about the prospect of getting my drink, but I'm not feeling overly enthusiastic)
4. Upset: 1 (I'm not feeling upset or irritated about the wait)
5. Strong: 3 (I'm feeling a mild sense of frustration at the wait, but I'm not feeling overly strong or angry about it)
6. Guilty: 1 (I'm not feeling guilty about anything)
7."
Your roommates went to the movies without informing you.,Frustration,Disappointments and Letdowns,"[INST] Imagine you are in the following situation:

Your roommates went to the movies without informing you.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Sure, here are my responses to the PANAS questionnaire in the situation you described:

1. Interested: 3 (I'm mildly interested in what my roommates are doing without informing me)
2. Distressed: 4 (I'm slightly annoyed that they didn't ask me to join them)
3. Excited: 2 (I'm not particularly excited about their trip to the movies)
4. Upset: 3 (I'm a bit disappointed that they didn't include me)
5. Strong: 4 (I'm feeling a bit frustrated and disconnected from my roommates)
6. Guilty: 2 (I don't feel guilty about not being included in their plans)
7. Scared: 1 (I'm not scared or worried about anything)
8."
Your friend is in a coma after an accident.,Frustration,Unforeseen Obstacles and Accidents,"[INST] Imagine you are in the following situation:

Your friend is in a coma after an accident.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Sure, here are my responses to the PANAS questionnaire in this situation:

1. Interested: 1 (Very slightly or not at all) - I'm not particularly interested in the situation, as I'm focused on my friend's well-being and trying to stay strong for them.
2. Distressed: 5 (Extremely) - I'm feeling a lot of distress and worry about my friend's condition, and I'm finding it difficult to cope with the situation.
3. Excited: 1 (Very slightly or not at all) - I'm not feeling excited or elated in this situation, as my focus is on my friend's health and well-being.
4. Upset: 5 (Extremely) - I'm feeling very upset and emotional about my friend's accident and the fact that they"
A floppy disk holding an important school assignment is destroyed by your computer.,Frustration,Unforeseen Obstacles and Accidents,"[INST] Imagine you are in the following situation:

A floppy disk holding an important school assignment is destroyed by your computer.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Sure, here's how I would rate my feelings in the situation you described using the PANAS questionnaire:

1. Interested: 3 - I'm mildly interested in finding a solution to the problem of the lost assignment.
2. Distressed: 5 - I'm feeling quite distressed about losing the important school assignment and the potential consequences of not having it.
3. Excited: 1 - I'm not feeling excited about the situation at all.
4. Upset: 5 - I'm feeling quite upset about the loss of the assignment and the potential impact it could have on my academic performance.
5. Strong: 4 - I'm feeling a moderate level of frustration and annoyance about the situation.
6. Guilty: 2 - I don't feel particularly guilty about the situation.
7. Scared: 4"
A swimming appointment is cancelled because one of your friends falls ill.,Frustration,Unforeseen Obstacles and Accidents,"[INST] Imagine you are in the following situation:

A swimming appointment is cancelled because one of your friends falls ill.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Sure, here's how I would rate my feelings in the situation you described using the PANAS questionnaire:

1. Interested: 3 (I'm mildly interested in the cancellation of the swimming appointment, but it's not something that I'm particularly invested in.)
2. Distressed: 4 (I'm a bit annoyed and frustrated that the appointment has been cancelled, especially if it was something I was looking forward to.)
3. Excited: 2 (I'm not particularly excited about the cancellation, so I would rate this feeling as low.)
4. Upset: 4 (I'm a bit disappointed and let down by the cancellation, so I would rate this feeling as moderate.)
5. Strong: 3 (I'm not feeling particularly strong or resilient in response to the cancellation, so"
"Upon leaving class, you notice that a police officer is removing your bike because it was illegally parked.",Frustration,Unforeseen Obstacles and Accidents,"[INST] Imagine you are in the following situation:

Upon leaving class, you notice that a police officer is removing your bike because it was illegally parked.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Sure, here's how I would rate my feelings in this situation using the PANAS questionnaire:

1. Interested: 3 - I'm mildly curious about the situation and what's happening with my bike.
2. Distressed: 4 - I'm feeling a bit anxious and stressed about the situation, as I rely on my bike for transportation and don't want it to be taken away.
3. Excited: 1 - I'm not feeling excited about the situation at all.
4. Upset: 4 - I'm feeling a bit upset and frustrated that my bike is being taken away, especially since I didn't realize it was illegally parked.
5. Strong: 4 - My feelings are moderate, I'm not feeling overwhelmed or consumed by them, but I'm"
"You are hit by a car on your way to an important appointment, causing you to miss the appointment.",Frustration,Unforeseen Obstacles and Accidents,"[INST] Imagine you are in the following situation:

You are hit by a car on your way to an important appointment, causing you to miss the appointment.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Sure, here are my responses to the PANAS questionnaire in the situation you described:

1. Interested: 1 (Very slightly or not at all) - I'm not particularly interested in the situation, as I'm focused on dealing with the aftermath of being hit by a car.
2. Distressed: 5 (Extremely) - Being hit by a car has caused me a lot of distress and discomfort, and I'm feeling overwhelmed by the situation.
3. Excited: 1 (Very slightly or not at all) - I'm not feeling excited about the situation, as it's causing me a lot of stress and discomfort.
4. Upset: 5 (Extremely) - Being hit by a car has caused me a lot of upset and emotional distress, and I'm feeling very upset about"
"You are hit on your bike by another biker. He/she apologises, and proposes to pay back the damage to your bike.",Frustration,Unforeseen Obstacles and Accidents,"[INST] Imagine you are in the following situation:

You are hit on your bike by another biker. He/she apologises, and proposes to pay back the damage to your bike.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Sure, here's how I would rate my feelings in this situation using the PANAS questionnaire:

1. Interested: 3 - I'm mildly interested in the situation and the possibility of getting my bike repaired.
2. Distressed: 1 - I'm not feeling very distressed about the situation.
3. Excited: 2 - I'm slightly excited that the other biker is willing to pay for the damage to my bike.
4. Upset: 3 - I'm mildly upset that my bike was damaged in the first place.
5. Strong: 4 - I'm feeling a moderate level of strong emotions, such as frustration or annoyance.
6. Guilty: 2 - I don't feel particularly guilty about the situation.
7. Scared: 1 -"
